journal,abstract
PLOS ONE (Linguistic Geography),"Like the transfer of genetic variation through gene flow, language changes constantly as a result of its use in human interaction. Contact between speakers is most likely to happen when they are close in space, time, and social setting. Here, we investigated the role of geographical configuration in this process by studying linguistic diversity in Japan, which comprises a large connected mainland (less isolation, more potential contact) and smaller island clusters of the Ryukyuan archipelago (more isolation, less potential contact). We quantified linguistic diversity using dialectometric methods, and performed regression analyses to assess the extent to which distance in space and time predict contemporary linguistic diversity. We found that language diversity in general increases as geographic distance increases and as time passes—as with biodiversity. Moreover, we found that (I) for mainland languages, linguistic diversity is most strongly related to geographic distance—a so-called isolation-by-distance pattern, and that (II) for island languages, linguistic diversity reflects the time since varieties separated and diverged—an isolation-by-colonisation pattern. Together, these results confirm previous findings that (linguistic) diversity is shaped by distance, but also goes beyond this by demonstrating the critical role of geographic configuration."
PLOS ONE (Linguistic Geography),"Languages have inherent characteristics that make them their own and differentiated entities within their phyla and families. Even messages written in any language and later encrypted by cryptographic systems do not lose all of their characteristics, there remain aspects that help the cryptanalyst to recover them without knowing the decryption keys. For the characterization of the languages we will consider the frequencies of their graphemic and phonetic units and the Index of Coincidence, tools of fundamental utility in the field of Cryptography. Their diachronic invariance or survival over time in one language and their ability to discriminate against other languages will be analized. In order to do so, we will examine a total of 101 languages of which 261 texts have been taken. All of them are very diverse in style and time, taking us through a wide linguistic and temporal spectrum that will cover the period from the 6th century BC to the present day."
PLOS ONE (Linguistic Geography),"Music listening is an inherently cultural behavior, which may be shaped by users’ backgrounds and contextual characteristics. Due to geographical, socio-economic, linguistic, and cultural factors as well as friendship networks, users in different countries may have different music preferences. Investigating cultural-socio-economic factors that might be associated with between-country differences in music preferences can facilitate music information retrieval, contribute to the prediction of users’ music preferences, and improve music recommendation in cross-country contexts. However, previous literature provides limited empirical evidence of the relationships between possible cross-country differences on a wide range of socio-economic aspects and those in music preferences. To bridge this research gap, and drawing on a large-scale dataset, LFM-1b, this study examines the possible relationship between cross-country differences in artist, album, and genre listening frequencies as well as the cross-country distance in geographical, socio-economic, linguistic, cultural, and friendship connections using the Quadratic Assignment Procedure. Results indicate: (1) there is no significant relationship between geographical and economic distance on album, artist, and genre preferences’ distance at the country-level; (2) the cross-country distance of three cultural dimensions (masculinity, long-term orientation, and indulgence) is positively associated with both the album and artist preferences distances; (3) the between-country distance in main languages has a positive relationship with the album, artist, and genre preferences distances across countries; (4) the density of friendship connections among countries negatively correlates to the cross-country preference distances in terms of artist and genre. Findings from this study not only expand knowledge of factors related to music preferences at the country level, but also can be integrated into real-world music recommendation systems that consider country-level music preferences."
PLOS ONE (Linguistic Geography),"Feature stability, time and tempo of change, and the role of genealogy versus areality in creating linguistic diversity are important issues in current computational research on linguistic typology. This paper presents a database initiative, DiACL Typology, which aims to provide a resource for addressing these questions with specific of the extended Indo-European language area of Eurasia, the region with the best documented linguistic history. The database is pre-prepared for statistical and phylogenetic analyses and contains both linguistic typological data from languages spanning over four millennia, and linguistic metadata concerning geographic location, time period, and reliability of sources. The typological data has been organized according to a hierarchical model of increasing granularity in order to create datasets that are complete and representative."
PLOS ONE (Linguistic Geography),"In this paper we explore the results of a large-scale online game called ‘the Great Language Game’, in which people listen to an audio speech sample and make a forced-choice guess about the identity of the language from 2 or more alternatives. The data include 15 million guesses from 400 audio recordings of 78 languages. We investigate which languages are confused for which in the game, and if this correlates with the similarities that linguists identify between languages. This includes shared lexical items, similar sound inventories and established historical relationships. Our findings are, as expected, that players are more likely to confuse two languages that are objectively more similar. We also investigate factors that may affect players’ ability to accurately select the target language, such as how many people speak the language, how often the language is mentioned in written materials and the economic power of the target language community. We see that non-linguistic factors affect players’ ability to accurately identify the target. For example, languages with wider ‘global reach’ are more often identified correctly. This suggests that both linguistic and cultural knowledge influence the perception and recognition of languages and their similarity."
PLOS ONE (Linguistic Geography),"From the foods we eat and the houses we construct, to our religious practices and political organization, to who we can marry and the types of games we teach our children, the diversity of cultural practices in the world is astounding. Yet, our ability to visualize and understand this diversity is limited by the ways it has been documented and shared: on a culture-by-culture basis, in locally-told stories or difficult-to-access repositories. In this paper we introduce D-PLACE, the Database of Places, Language, Culture, and Environment. This expandable and open-access database (accessible at https://d-place.org) brings together a dispersed corpus of information on the geography, language, culture, and environment of over 1400 human societies. We aim to enable researchers to investigate the extent to which patterns in cultural diversity are shaped by different forces, including shared history, demographics, migration/diffusion, cultural innovations, and environmental and ecological conditions. We detail how D-PLACE helps to overcome four common barriers to understanding these forces: i) location of relevant cultural data, (ii) linking data from distinct sources using diverse ethnonyms, (iii) variable time and place foci for data, and (iv) spatial and historical dependencies among cultural groups that present challenges for analysis. D-PLACE facilitates the visualisation of relationships among cultural groups and between people and their environments, with results downloadable as tables, on a map, or on a linguistic tree. We also describe how D-PLACE can be used for exploratory, predictive, and evolutionary analyses of cultural diversity by a range of users, from members of the worldwide public interested in contrasting their own cultural practices with those of other societies, to researchers using large-scale computational phylogenetic analyses to study cultural evolution. In summary, we hope that D-PLACE will enable new lines of investigation into the major drivers of cultural change and global patterns of cultural diversity."
PLOS ONE (Linguistic Geography),Alcohol use is one of the leading modifiable morbidity and mortality risk factors among young adults.
PLOS ONE (Linguistic Geography),"Common walnut (Juglans regia L) is an economically important species cultivated worldwide for its wood and nuts. It is generally accepted that J. regia survived and grew spontaneously in almost completely isolated stands in its Asian native range after the Last Glacial Maximum. Despite its natural geographic isolation, J. regia evolved over many centuries under the influence of human management and exploitation. We evaluated the hypothesis that the current distribution of natural genetic resources of common walnut in Asia is, at least in part, the product of ancient anthropogenic dispersal, human cultural interactions, and afforestation. Genetic analysis combined with ethno-linguistic and historical data indicated that ancient trade routes such as the Persian Royal Road and Silk Road enabled long-distance dispersal of J. regia from Iran and Trans-Caucasus to Central Asia, and from Western to Eastern China. Ancient commerce also disrupted the local spatial genetic structure of autochthonous walnut populations between Tashkent and Samarkand (Central-Eastern Uzbekistan), where the northern and central routes of the Northern Silk Road converged. A significant association between ancient language phyla and the genetic structure of walnut populations is reported even after adjustment for geographic distances that could have affected both walnut gene flow and human commerce over the centuries. Beyond the economic importance of common walnut, our study delineates an alternative approach for understanding how the genetic resources of long-lived perennial tree species may be affected by the interaction of geography and human history."
PLOS ONE (Linguistic Geography),"The Slavic branch of the Balto-Slavic sub-family of Indo-European languages underwent rapid divergence as a result of the spatial expansion of its speakers from Central-East Europe, in early medieval times. This expansion–mainly to East Europe and the northern Balkans–resulted in the incorporation of genetic components from numerous autochthonous populations into the Slavic gene pools. Here, we characterize genetic variation in all extant ethnic groups speaking Balto-Slavic languages by analyzing mitochondrial DNA (n = 6,876), Y-chromosomes (n = 6,079) and genome-wide SNP profiles (n = 296), within the context of other European populations. We also reassess the phylogeny of Slavic languages within the Balto-Slavic branch of Indo-European. We find that genetic distances among Balto-Slavic populations, based on autosomal and Y-chromosomal loci, show a high correlation (0.9) both with each other and with geography, but a slightly lower correlation (0.7) with mitochondrial DNA and linguistic affiliation. The data suggest that genetic diversity of the present-day Slavs was predominantly shaped in situ, and we detect two different substrata: ‘central-east European’ for West and East Slavs, and ‘south-east European’ for South Slavs. A pattern of distribution of segments identical by descent between groups of East-West and South Slavs suggests shared ancestry or a modest gene flow between those two groups, which might derive from the historic spread of Slavic people."
PLOS ONE (Linguistic Geography),"Male homosexual preference (MHP) has long been of interest to scholars studying the evolution of human sexuality. Indeed, MHP is partially heritable, induces a reproductive cost and is common. MHP has thus been considered a Darwinian paradox. Several questions arise when MHP is considered in an evolutionary context. At what point did MHP appear in the human evolutionary history? Is MHP present in all human groups? How has MHP evolved, given that MHP is a reproductively costly trait? These questions were addressed here, using data from the anthropological and archaeological literature. Our detailed analysis of the available data challenges the common view of MHP being a “virtually universal” trait present in humans since prehistory. The conditions under which it is possible to affirm that MHP was present in past societies are discussed. Furthermore, using anthropological reports, the presence or absence of MHP was documented for 107 societies, allowing us to conclude that evidence of the absence of MHP is available for some societies. A recent evolutionary hypothesis has argued that social stratification together with hypergyny (the hypergyny hypothesis) are necessary conditions for the evolution of MHP. Here, the link between the level of stratification and the probability of observing MHP was tested using an unprecedented large dataset. Furthermore, the test was performed for the first time by controlling for the phylogenetic non-independence between societies. A positive relationship was observed between the level of social stratification and the probability of observing MHP, supporting the hypergyny hypothesis."
PLOS ONE (Linguistic Geography),"Six decades ago the DI*A allele of the Diego blood group system was instrumental in proving Native American populations originated from Siberia. Since then, it has received scant attention. The present study was undertaken to reappraise distribution of the DI*A allele in 144 Native American populations based on current knowledge. Using analysis of variance tests, frequency distribution was studied according to geographical, environmental, and cultural parameters. Frequencies were highest in Amazonian populations. In contrast, DI*A was undetectable in subarctic, Fuegian, Panamanian, Chaco and Yanomama populations. Closer study revealed a correlation that this unequal distribution was correlated with language, suggesting that linguistic divergence was a driving force in the expansion of DI*A among Native Americans. The absence of DI*A in circumpolar Eskimo-Aleut and Na-Dene speakers was consistent with a late migratory event confined to North America. Distribution of DI*A in subtropical areas indicated that gene and culture exchanges were more intense within than between ecozones. Bolstering the utility of classical genetic markers in biological anthropology, the present study of the expansion of Diego blood group genetic polymorphism in Native Americans shows strong evidence of gene-culture comigration."
PLOS ONE (Linguistic Geography),"To assess whether the present-day geographical variability of Spanish surnames mirrors historical phenomena occurred at the times of their introduction (13th-16th century), and to infer the possible effect of foreign immigration (about 11% of present-day) on the observed patterns of diversity, we have analyzed the frequency distribution of 33,753 unique surnames (tokens) occurring 51,419,788 times, according to the list of Spanish residents of the year 2008. Isonymy measures and surname distances have been computed for, and between, the 47 mainland Spanish provinces and compared to a numerical classification of corresponding language varieties spoken in Spain. The comparison of the two bootstrap consensus trees, representing surname and linguistic variability, suggests a similar picture; major clusters are located in the east (Aragón, Cataluña, Valencia), and in the north of the country (Asturias, Galicia, León). Remaining regions appear to be considerably homogeneous. We interpret this pattern as the long-lasting effect of the surname and linguistic normalization actively led by the Christian kingdoms of the north (Reigns of Castilla y León and Aragón) during and after the southwards reconquest (Reconquista) of the territories ruled by the Arabs from the 8th century to the late 15th century, that is when surnames became transmitted in a fixed way and when Castilian linguistic varieties became increasingly prestigious and spread out. The geography of contemporary surname and linguistic variability in Spain corresponds to the political geography at the end of the Middle-Ages. The synchronicity between surname adoption and the political and cultural effects of the Reconquista have permanently forged a Spanish identity that subsequent migrations, internal or external, did not deface."
PLOS ONE (Linguistic Geography),"Computer-mediated communication is driving fundamental changes in the nature of written language. We investigate these changes by statistical analysis of a dataset comprising 107 million Twitter messages (authored by 2.7 million unique user accounts). Using a latent vector autoregressive model to aggregate across thousands of words, we identify high-level patterns in diffusion of linguistic change over the United States. Our model is robust to unpredictable changes in Twitter's sampling rate, and provides a probabilistic characterization of the relationship of macro-scale linguistic influence to a set of demographic and geographic predictors. The results of this analysis offer support for prior arguments that focus on geographical proximity and population size. However, demographic similarity – especially with regard to race – plays an even more central role, as cities with similar racial demographics are far more likely to share linguistic influence. Rather than moving towards a single unified “netspeak” dialect, language evolution in computer-mediated communication reproduces existing fault lines in spoken American English."
PLOS ONE (Linguistic Geography),"We perform a large-scale analysis of language diatopic variation using geotagged microblogging datasets. By collecting all Twitter messages written in Spanish over more than two years, we build a corpus from which a carefully selected list of concepts allows us to characterize Spanish varieties on a global scale. A cluster analysis proves the existence of well defined macroregions sharing common lexical properties. Remarkably enough, we find that Spanish language is split into two superdialects, namely, an urban speech used across major American and Spanish citites and a diverse form that encompasses rural areas and small towns. The latter can be further clustered into smaller varieties with a stronger regional character."
PLOS ONE (Linguistic Geography),"Culture is a phenomenon shared by all humans. Attempts to understand how dynamic factors affect the origin and distribution of cultural elements are, therefore, of interest to all humanity. As case studies go, understanding the distribution of cultural elements in Native American communities during the historical period of the Great Plains would seem a most challenging one. Famously, there is a mixture of powerful internal and external factors, creating-for a relatively brief period in time-a seemingly distinctive set of shared elements from a linguistically diverse set of peoples. This is known across the world as the “Great Plains culture.” Here, quantitative analyses show how different processes operated on two sets of cultural traits among nine High Plains groups. Moccasin decorations exhibit a pattern consistent with geographically-mediated between-group interaction. However, group variations in the religious ceremony of the Sun Dance also reveal evidence of purifying cultural selection associated with historical biases, dividing down ancient linguistic lines. The latter shows that while the conglomeration of “Plains culture” may have been a product of merging new ideas with old, combined with cultural interchange between groups, the details of what was accepted, rejected or elaborated in each case reflected preexisting ideological biases. Although culture may sometimes be a “melting pot,” the analyses show that even in highly fluid situations, cultural mosaics may be indirectly shaped by historical factors that are not always obvious."
PLOS ONE (Linguistic Geography),"Evidence from a number of countries in Europe and North America point towards the secular declining trend in menarcheal age with considerable spatial variations over the past two centuries. Similar trends were reported in several developing countries from Asia, Africa and Latin America. However, data corroborating any secular trend in the menarcheal age of the Indian population remained sparse and inadequately verified."
PLOS ONE (Linguistic Geography),"One of the most well studied ecological patterns is Rapoport's rule, which posits that the geographical extent of species ranges increases at higher latitudes. However, studies to date have been limited in their geographic scope and results have been equivocal. In turn, much debate exists over potential links between Rapoport's rule and latitudinal patterns in species richness. Humans collectively speak nearly 7000 different languages, which are spread unevenly across the globe, with loci in the tropics. Causes of this skewed distribution have received only limited study. We analyze the extent of Rapoport's rule in human languages at a global scale and within each region of the globe separately. We test the relationship between Rapoport's rule and the richness of languages spoken in different regions. We also explore the frequency distribution of language-range sizes. The language-range area distribution is strongly right-skewed, with 87% of languages having range areas less than 10,000 km2, and only nine languages with range areas over 1,000,000 km2. At a global scale, language-range extents and areas are positively correlated with latitude. At a global scale and in five of the six regions examined, language-range extent and language-range area are strongly correlated with language richness. Our results point to group boundary formation as a critical mediator of the relationship between Rapoport's rule and diversity patterns. Where strong group boundaries limit range overlap, as is the case with human languages, and range sizes increase with latitude, latitudinal richness gradients may result."
PLOS ONE (Linguistic Geography),"We consider the conditions of peace and violence among ethnic groups, testing a theory designed to predict the locations of violence and interventions that can promote peace. Characterizing the model's success in predicting peace requires examples where peace prevails despite diversity. Switzerland is recognized as a country of peace, stability and prosperity. This is surprising because of its linguistic and religious diversity that in other parts of the world lead to conflict and violence. Here we analyze how peaceful stability is maintained. Our analysis shows that peace does not depend on integrated coexistence, but rather on well defined topographical and political boundaries separating groups, allowing for partial autonomy within a single country. In Switzerland, mountains and lakes are an important part of the boundaries between sharply defined linguistic areas. Political canton and circle (sub-canton) boundaries often separate religious groups. Where such boundaries do not appear to be sufficient, we find that specific aspects of the population distribution guarantee either sufficient separation or sufficient mixing to inhibit intergroup violence according to the quantitative theory of conflict. In exactly one region, a porous mountain range does not adequately separate linguistic groups and that region has experienced significant violent conflict, leading to the recent creation of the canton of Jura. Our analysis supports the hypothesis that violence between groups can be inhibited by physical and political boundaries. A similar analysis of the area of the former Yugoslavia shows that during widespread ethnic violence existing political boundaries did not coincide with the boundaries of distinct groups, but peace prevailed in specific areas where they did coincide. The success of peace in Switzerland may serve as a model to resolve conflict in other ethnically diverse countries and regions of the world."
PLOS ONE (Linguistic Geography),"There are several indigenous ethnic populations along the silk road in the Northwest of China that display clear differences in culture and social customs, perhaps as a result of geographic isolation and different linguistic traditions. However, extensive trade and other interactions probably facilitated the admixture of different gene pools between these populations over the last two millennia. To further explore the evolutionary relationships of the 13 ethnic populations residing in Northwest China and to reveal the features of population admixture, the 9 most-commonly employed CODIS loci (D3S1358, TH01, D5S818, D13S317, D7S820, CSF1PO, vWA, TPOX, FGA) were selected for genotyping and further analysis. Phylogenetic tree and principal component analysis revealed clear pattern of population differentiation between 4 populations living in Sinkiang Uighur Autonomous Region and other 9 populations dwelled in the upper regions of Silk Road. R matrix regression showed high-level gene flow and population admixture dose exist among these ethic populations in the Northwest region of China. Furthermore, the Mantel test suggests that larger percent of genetic variance (21.58% versus 2.3%) can be explained by geographic isolation than linguistic barriers, which matched with the contribution of geographic factors to other world populations."
PLOS ONE (Linguistic Geography),"The greater Himalayan region demarcates two of the most prominent linguistic phyla in Asia: Tibeto-Burman and Indo-European. Previous genetic surveys, mainly using Y-chromosome polymorphisms and/or mitochondrial DNA polymorphisms suggested a substantially reduced geneflow between populations belonging to these two phyla. These studies, however, have mainly focussed on populations residing far to the north and/or south of this mountain range, and have not been able to study geneflow patterns within the greater Himalayan region itself. We now report a detailed, linguistically informed, genetic survey of Tibeto-Burman and Indo-European speakers from the Himalayan countries Nepal and Bhutan based on autosomal microsatellite markers and compare these populations with surrounding regions. The genetic differentiation between populations within the Himalayas seems to be much higher than between populations in the neighbouring countries. We also observe a remarkable genetic differentiation between the Tibeto-Burman speaking populations on the one hand and Indo-European speaking populations on the other, suggesting that language and geography have played an equally large role in defining the genetic composition of present-day populations within the Himalayas."
PLOS ONE (Linguistic Geography),"Evenks and Evens, Tungusic-speaking reindeer herders and hunter-gatherers, are spread over a wide area of northern Asia, whereas their linguistic relatives the Udegey, sedentary fishermen and hunter-gatherers, are settled to the south of the lower Amur River. The prehistory and relationships of these Tungusic peoples are as yet poorly investigated, especially with respect to their interactions with neighbouring populations. In this study, we analyse over 500 complete mtDNA genome sequences from nine different Evenk and even subgroups as well as their geographic neighbours from Siberia and their linguistic relatives the Udegey from the Amur-Ussuri region in order to investigate the prehistory of the Tungusic populations. These data are supplemented with analyses of Y-chromosomal haplogroups and STR haplotypes in the Evenks, Evens, and neighbouring Siberian populations. We demonstrate that whereas the North Tungusic Evenks and Evens show evidence of shared ancestry both in the maternal and in the paternal line, this signal has been attenuated by genetic drift and differential gene flow with neighbouring populations, with isolation by distance further shaping the maternal genepool of the Evens. The Udegey, in contrast, appear quite divergent from their linguistic relatives in the maternal line, with a mtDNA haplogroup composition characteristic of populations of the Amur-Ussuri region. Nevertheless, they show affinities with the Evenks, indicating that they might be the result of admixture between local Amur-Ussuri populations and Tungusic populations from the north."
PLOS ONE (Linguistic Geography),"We present evidence that the geographic context in which a language is spoken may directly impact its phonological form. We examined the geographic coordinates and elevations of 567 language locations represented in a worldwide phonetic database. Languages with phonemic ejective consonants were found to occur closer to inhabitable regions of high elevation, when contrasted to languages without this class of sounds. In addition, the mean and median elevations of the locations of languages with ejectives were found to be comparatively high. The patterns uncovered surface on all major world landmasses, and are not the result of the influence of particular language families. They reflect a significant and positive worldwide correlation between elevation and the likelihood that a language employs ejective phonemes. In addition to documenting this correlation in detail, we offer two plausible motivations for its existence. We suggest that ejective sounds might be facilitated at higher elevations due to the associated decrease in ambient air pressure, which reduces the physiological effort required for the compression of air in the pharyngeal cavity–a unique articulatory component of ejective sounds. In addition, we hypothesize that ejective sounds may help to mitigate rates of water vapor loss through exhaled air. These explications demonstrate how a reduction of ambient air density could promote the usage of ejective phonemes in a given language. Our results reveal the direct influence of a geographic factor on the basic sound inventories of human languages."
PLOS ONE (Linguistic Geography),"Large scale analysis and statistics of socio-technical systems that just a few short years ago would have required the use of consistent economic and human resources can nowadays be conveniently performed by mining the enormous amount of digital data produced by human activities. Although a characterization of several aspects of our societies is emerging from the data revolution, a number of questions concerning the reliability and the biases inherent to the big data “proxies” of social life are still open. Here, we survey worldwide linguistic indicators and trends through the analysis of a large-scale dataset of microblogging posts. We show that available data allow for the study of language geography at scales ranging from country-level aggregation to specific city neighborhoods. The high resolution and coverage of the data allows us to investigate different indicators such as the linguistic homogeneity of different countries, the touristic seasonal patterns within countries and the geographical distribution of different languages in multilingual regions. This work highlights the potential of geolocalized studies of open data sources to improve current analysis and develop indicators for major social phenomena in specific communities."
PLOS ONE (Linguistic Geography),"The identification of isolation signatures is fundamental to better understand the genetic structure of human populations and to test the relations between cultural factors and genetic variation. However, with current approaches, it is not possible to distinguish between the consequences of long-term isolation and the effects of reduced sample size, selection and differential gene flow. To overcome these limitations, we have integrated the analysis of classical genetic diversity measures with a Bayesian method to estimate gene flow and have carried out simulations based on the coalescent. Combining these approaches, we first tested whether the relatively short history of cultural and geographical isolation of four “linguistic islands” of the Eastern Alps (Lessinia, Sauris, Sappada and Timau) had left detectable signatures in their genetic structure. We then compared our findings to previous studies of European population isolates. Finally, we explored the importance of demographic and cultural factors in shaping genetic diversity among the groups under study. A combination of small initial effective size and continued genetic isolation from surrounding populations seems to provide a coherent explanation for the diversity observed among Sauris, Sappada and Timau, which was found to be substantially greater than in other groups of European isolated populations. Simulations of micro-evolutionary scenarios indicate that ethnicity might have been important in increasing genetic diversity among these culturally related and spatially close populations."
PLOS ONE (Linguistic Geography),"Interleukin 4 (IL-4) is an anti-inflammatory cytokine, which regulates balance between TH1 and TH2 immune response, immunoglobulin class switching and humoral immunity. Polymorphisms in this gene have been reported to affect the risk of infectious and autoimmune diseases."
PLOS ONE (Linguistic Geography),"Language is the best example of a cultural evolutionary system, able to retain a phylogenetic signal over many thousands of years. The temporal stability (conservatism) of basic vocabulary is relatively well understood, but the stability of the structural properties of language (phonology, morphology, syntax) is still unclear. Here we report an extensive Bayesian phylogenetic investigation of the structural stability of numerous features across many language families and we introduce a novel method for analyzing the relationships between the “stability profiles” of language families. We found that there is a strong universal component across language families, suggesting the existence of universal linguistic, cognitive and genetic constraints. Against this background, however, each language family has a distinct stability profile, and these profiles cluster by geographic area and likely deep genealogical relationships. These stability profiles seem to show, for example, the ancient historical relationships between the Siberian and American language families, presumed to be separated by at least 12,000 years, and possible connections between the Eurasian families. We also found preliminary support for the punctuated evolution of structural features of language across families, types of features and geographic areas. Thus, such higher-level properties of language seen as an evolutionary system might allow the investigation of ancient connections between languages and shed light on the peopling of the world."
PLOS ONE (Linguistic Geography),"This study aims at investigating the HLA molecular variation across Switzerland in order to determine possible regional differences, which would be highly relevant to several purposes: optimizing donor recruitment strategies in hematopoietic stem cell transplantation (HSCT), providing reliable reference data in HLA and disease association studies, and understanding the population genetic background(s) of this culturally heterogeneous country. HLA molecular data of more than 20,000 HSCT donors from 9–13 recruitment centers of the whole country were analyzed. Allele and haplotype frequencies were estimated by using new computer tools adapted to the heterogeneity and ambiguity of the data. Non-parametric and resampling statistical tests were performed to assess Hardy-Weinberg equilibrium, selective neutrality and linkage disequilibrium among different loci, both in each recruitment center and in the whole national registry. Genetic variation was explored through genetic distance and hierarchical analysis of variance taking into account both geographic and linguistic subdivisions in Switzerland. The results indicate a heterogeneous genetic makeup of the Swiss population: first, allele frequencies estimated on the whole national registry strongly deviate from Hardy-Weinberg equilibrium, by contrast with the results obtained for individual centers; second, a pronounced differentiation is observed for Ticino, Graubünden, and, to a lesser extent, Wallis, suggesting that the Alps represent(ed) a barrier to gene flow; finally, although cultural (linguistic) boundaries do not represent a main genetic differentiation factor in Switzerland, the genetic relatedness between population from south-eastern Switzerland and Italy agrees with historical and linguistic data. Overall, this study justifies the maintenance of a decentralized donor recruitment structure in Switzerland allowing increasing the genetic diversity of the national—and hence global—donor registry. It also indicates that HLA data of local donor recruitment centers can be used as reference data in both epidemiological and population genetic studies focusing on the genetic history of present European populations."
PLOS ONE (Linguistic Geography),"The dialects of Madagascar belong to the Greater Barito East group of the Austronesian family and it is widely accepted that the Island was colonized by Indonesian sailors after a maritime trek that probably took place around 650 CE. The language most closely related to Malagasy dialects is Maanyan, but Malay is also strongly related especially for navigation terms. Since the Maanyan Dayaks live along the Barito river in Kalimantan (Borneo) and they do not possess the necessary skill for long maritime navigation, they were probably brought as subordinates by Malay sailors. In a recent paper we compared 23 different Malagasy dialects in order to determine the time and the landing area of the first colonization. In this research we use new data and new methods to confirm that the landing took place on the south-east coast of the Island. Furthermore, we are able to state here that colonization probably consisted of a single founding event rather than multiple settlements.To reach our goal we find out the internal kinship relations among all the 23 Malagasy dialects and we also find out the relations of the 23 dialects to Malay and Maanyan. The method used is an automated version of the lexicostatistic approach. The data from Madagascar were collected by the author at the beginning of 2010 and consist of Swadesh lists of 200 items for 23 dialects covering all areas of the Island. The lists for Maanyan and Malay were obtained from a published dataset integrated with the author's interviews."
PLOS ONE (Linguistic Geography),"Personal naming practices exist in all human groups and are far from random. Rather, they continue to reflect social norms and ethno-cultural customs that have developed over generations. As a consequence, contemporary name frequency distributions retain distinct geographic, social and ethno-cultural patterning that can be exploited to understand population structure in human biology, public health and social science. Previous attempts to detect and delineate such structure in large populations have entailed extensive empirical analysis of naming conventions in different parts of the world without seeking any general or automated methods of population classification by ethno-cultural origin. Here we show how ‘naming networks’, constructed from forename-surname pairs of a large sample of the contemporary human population in 17 countries, provide a valuable representation of cultural, ethnic and linguistic population structure around the world. This innovative approach enriches and adds value to automated population classification through conventional national data sources such as telephone directories and electoral registers. The method identifies clear social and ethno-cultural clusters in such naming networks that extend far beyond the geographic areas in which particular names originated, and that are preserved even after international migration. Moreover, one of the most striking findings of this approach is that these clusters simply ‘emerge’ from the aggregation of millions of individual decisions on parental naming practices for their children, without any prior knowledge introduced by the researcher. Our probabilistic approach to community assignment, both at city level as well as at a global scale, helps to reveal the degree of isolation, integration or overlap between human populations in our rapidly globalising world. As such, this work has important implications for research in population genetics, public health, and social science adding new understandings of migration, identity, integration and social interaction across the world."
PLOS ONE (Linguistic Geography),"In this study we examine linguistic variation and its dependence on both social and geographic factors. We follow dialectometry in applying a quantitative methodology and focusing on dialect distances, and social dialectology in the choice of factors we examine in building a model to predict word pronunciation distances from the standard Dutch language to 424 Dutch dialects. We combine linear mixed-effects regression modeling with generalized additive modeling to predict the pronunciation distance of 559 words. Although geographical position is the dominant predictor, several other factors emerged as significant. The model predicts a greater distance from the standard for smaller communities, for communities with a higher average age, for nouns (as contrasted with verbs and adjectives), for more frequent words, and for words with relatively many vowels. The impact of the demographic variables, however, varied from word to word. For a majority of words, larger, richer and younger communities are moving towards the standard. For a smaller minority of words, larger, richer and younger communities emerge as driving a change away from the standard. Similarly, the strength of the effects of word frequency and word category varied geographically. The peripheral areas of the Netherlands showed a greater distance from the standard for nouns (as opposed to verbs and adjectives) as well as for high-frequency words, compared to the more central areas. Our findings indicate that changes in pronunciation have been spreading (in particular for low-frequency words) from the Hollandic center of economic power to the peripheral areas of the country, meeting resistance that is stronger wherever, for well-documented historical reasons, the political influence of Holland was reduced. Our results are also consistent with the theory of lexical diffusion, in that distances from the Hollandic norm vary systematically and predictably on a word by word basis."
PLOS ONE (Linguistic Geography),"The mainland of the Americas is home to a remarkable diversity of languages, and the relationships between genes and languages have attracted considerable attention in the past. Here we investigate to which extent geography and languages can predict the genetic structure of Native American populations."
PLOS ONE (Linguistic Geography),"Population migrations in Southwest and South China have played an important role in the formation of East Asian populations and led to a high degree of cultural diversity among ethnic minorities living in these areas. To explore the genetic relationships of these ethnic minorities, we systematically surveyed the variation of 10 autosomal STR markers of 1,538 individuals from 30 populations of 25 ethnic minorities, of which the majority were chosen from Southwest China, especially Yunnan Province. With genotyped data of the markers, we constructed phylogenies of these populations with both DA and DC measures and performed a principal component analysis, as well as a clustering analysis by structure. Results showed that we successfully recovered the genetic structure of analyzed populations formed by historical migrations. Aggregation patterns of these populations accord well with their linguistic affiliations, suggesting that deciphering of genetic relationships does in fact offer clues for study of ethnic differentiation."
PLOS ONE (Linguistic Geography),Languages differ greatly both in their syntactic and morphological systems and in the social environments in which they exist. We challenge the view that language grammars are unrelated to social environments in which they are learned and used.
